id,name,reader_id,abonement,read_hall,received,lost,released,author,give_point,order_date,edition,receive_date
1067,QqxwiQZmIz,137,3,7,2017,0,2006,Jane Robertson,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1068,eXCDzvqrDk,69,1,6,2016,0,2005,Dwayne Rudy,2,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1069,XRxFRKGyvs,97,2,1,2017,0,1996,Justin Rizzo,4,2017-10-01 00:00:00,5,2017-10-26 00:00:00
1070,OvBIbuNJqP,53,1,4,2019,0,2001,Margaret Mcdaniel,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1071,ahxIUzrHhw,48,1,2,2017,0,2002,Albert Benedict,4,2017-10-27 00:00:00,3,2017-11-25 00:00:00
1072,QxqZuEtClA,113,3,4,2017,2018,2001,Kathleen Heinz,3,2017-06-17 00:00:00,7,2017-06-25 00:00:00
1073,bnKMZWDjiQ,132,1,8,2016,2018,1994,Troy Mills,4,2018-04-15 00:00:00,4,2018-05-02 00:00:00
1074,wKCLcBdfYK,82,3,6,2016,2019,2006,Marc Naiman,5,2019-04-19 00:00:00,2,2019-05-17 00:00:00
1075,loYKWBxLkU,38,2,2,2017,2019,2000,Roxanne Yeast,1,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1076,iWPULghhJc,59,1,6,2017,0,1997,Jonathan Friend,1,2018-06-19 00:00:00,8,2018-07-02 00:00:00
1077,ibwkTbgris,62,4,3,2018,0,2008,Eva Fitzgerald,4,2019-03-18 00:00:00,8,2019-04-02 00:00:00
1078,csLuyypDYc,119,3,9,2017,0,2007,Lori Branch,4,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1079,srmlsbWdhm,63,3,3,2017,0,2006,Angelina Washington,3,2019-09-17 00:00:00,4,2019-09-27 00:00:00
1080,ahxIUzrHhw,53,1,5,2016,2019,2001,Diana Anderson,2,2017-09-23 00:00:00,9,2017-10-19 00:00:00
1081,YpUmmXnhpu,3,2,8,2018,0,1991,Larry Bussey,3,2018-11-12 00:00:00,1,2018-11-30 00:00:00
1082,sXszVSxOcV,90,3,3,2016,0,2001,Marguerite Harmer,4,2019-12-13 00:00:00,1,2019-12-23 00:00:00
1083,IdDbDPkLFp,47,3,9,2017,0,1997,Kathryn Christensen,2,2019-09-30 00:00:00,3,2019-10-02 00:00:00
1084,vMsHGGOIIC,76,3,5,2017,2020,2007,Betty Wright,2,2018-05-17 00:00:00,6,2018-06-14 00:00:00
1085,YWljoRZOMD,44,2,3,2016,0,2003,Louie Sullivan,2,2018-09-13 00:00:00,1,2018-09-17 00:00:00
1086,MEzkjBcVlN,76,2,6,2017,2019,2001,Jason Crieghton,1,2018-10-02 00:00:00,4,2018-10-13 00:00:00
1087,XlJwIibhJq,122,4,8,2019,0,2006,Jonathan Friend,4,2017-11-10 00:00:00,1,2017-12-04 00:00:00
1088,nBmnQeebxp,55,1,9,2018,2021,1998,Pamela Davis,2,2019-08-26 00:00:00,9,2019-08-29 00:00:00
1089,sXszVSxOcV,5,3,2,2017,0,1994,Charlotte Ritchie,2,2017-08-04 00:00:00,4,2017-08-09 00:00:00
1090,zHwdWDAjcQ,127,3,5,2017,0,2004,Donald Crumb,4,2018-03-19 00:00:00,7,2018-03-25 00:00:00
1091,xUqqBqEuui,104,2,2,2018,2020,2007,Pamela Hakes,1,2019-03-02 00:00:00,4,2019-03-23 00:00:00
1092,QqxwiQZmIz,125,1,8,2018,0,1997,Bertha Haza,1,2018-01-20 00:00:00,4,2018-01-30 00:00:00
1093,HlkYOzpidl,44,3,8,2016,0,2002,Eva Fitzgerald,5,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1094,iagFZLQXOd,6,2,8,2016,0,1998,Charles Jacks,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1095,UgYNurCjMF,71,3,6,2018,0,2001,Eloise Mapp,4,2017-12-18 00:00:00,7,2017-12-21 00:00:00
1096,weFksIwbOW,38,4,7,2017,0,1994,Bobby Adams,3,2019-06-10 00:00:00,6,2019-07-04 00:00:00
1097,GErjWhkibJ,11,1,9,2018,0,1992,Lori Branch,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1098,seTMtYJVyE,27,3,2,2018,2020,2001,Justin Rizzo,3,2019-08-04 00:00:00,6,2019-08-24 00:00:00
1099,iWPULghhJc,147,1,3,2018,2020,1990,Jane Harrison,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1100,bnKMZWDjiQ,53,1,5,2018,2021,1994,Joseph Schneeman,5,2019-01-01 00:00:00,9,2019-01-09 00:00:00
1101,aVZQRArCfp,49,4,9,2017,2018,1998,Carly Sparks,4,2018-04-22 00:00:00,2,2018-05-04 00:00:00
1102,IPTPWTrIyO,21,4,3,2019,0,2007,Norma Spencer,1,2019-07-29 00:00:00,5,2019-07-30 00:00:00
1103,vmPEljegKG,129,3,4,2018,0,2000,Lori Branch,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1104,HlkYOzpidl,111,4,6,2016,0,1996,Ricky Damon,3,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1105,waRlCEJzdU,55,4,7,2018,2020,2000,Debra Cabiness,2,2019-04-05 00:00:00,1,2019-04-11 00:00:00
1106,XcnPdDZPZO,109,3,6,2019,0,2000,Timothy Fox,1,2017-11-29 00:00:00,6,2017-12-29 00:00:00
1107,NxgQeBsbNJ,105,1,8,2016,0,1998,Janet Jenkins,4,2019-04-17 00:00:00,6,2019-05-16 00:00:00
1108,qTTmjdJIdH,108,3,7,2019,2020,2009,Bertha Haza,2,2017-10-27 00:00:00,2,2017-11-10 00:00:00
1109,MnhPUXtOLj,90,2,2,2018,0,2008,Bertha Haza,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1110,ESJSPoMwXF,22,3,3,2016,0,1990,Marguerite Harmer,3,2018-04-22 00:00:00,2,2018-04-27 00:00:00
1111,tQbzhAsnkJ,58,3,1,2018,0,1995,Dorothy Mutchler,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1112,MSIqvDGnCf,127,2,7,2016,0,2005,Tanya Grayson,1,2018-07-12 00:00:00,5,2018-08-09 00:00:00
1113,HyLygEtbfh,62,1,9,2016,0,1994,Lori Branch,2,2019-08-14 00:00:00,9,2019-09-02 00:00:00
1114,YCEhJOYLts,96,2,9,2017,2020,2003,Zenaida Corral,4,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1115,loZRRnfWKU,37,3,1,2016,2019,2009,Donald Crumb,1,2018-06-03 00:00:00,4,2018-06-06 00:00:00
1116,tCnnERoMPG,115,2,7,2018,0,2007,Georgia Harrison,2,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1117,seTMtYJVyE,14,3,3,2016,0,2006,Troy Mills,2,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1118,NgtTciCBYA,75,3,3,2018,0,1993,Scott Mckinney,1,2019-10-01 00:00:00,5,2019-10-10 00:00:00
1119,ODTYEyTrqK,46,4,4,2017,0,2006,Gary Fontaine,1,2018-08-24 00:00:00,5,2018-09-01 00:00:00
1120,vMsHGGOIIC,36,2,9,2016,0,1996,Ward Ohalloran,1,2018-11-09 00:00:00,2,2018-11-11 00:00:00
1121,ipVSfmtxmK,9,2,5,2016,0,2009,Suzanne Freeman,3,2017-06-15 00:00:00,3,2017-06-21 00:00:00
1122,prhchyPiAq,88,2,6,2017,0,2008,Autumn Doremus,1,2019-08-23 00:00:00,5,2019-09-15 00:00:00
1123,YpUmmXnhpu,36,2,6,2016,0,1992,Rose Thompson,4,2019-04-05 00:00:00,5,2019-04-30 00:00:00
1124,qdeUxdCpZV,12,1,1,2017,0,1995,Steven Burridge,1,2019-04-27 00:00:00,5,2019-05-14 00:00:00
1125,nkNfTSqCeD,125,1,8,2019,2020,1998,Billie Reilly,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1126,GZZEZStCpM,48,2,3,2017,0,1990,John Tucker,2,2019-02-14 00:00:00,4,2019-03-17 00:00:00
1127,zHwdWDAjcQ,55,4,9,2018,0,2007,Tanya Grayson,3,2019-05-11 00:00:00,4,2019-05-16 00:00:00
1128,ESJSPoMwXF,27,4,9,2018,0,2008,Kathleen Heinz,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1129,hXwOLtTYKu,146,3,3,2016,0,2006,Phil Brown,5,2019-12-26 00:00:00,6,2020-01-22 00:00:00
1130,prhchyPiAq,2,1,4,2017,0,2005,Pamela Samuels,2,2018-12-13 00:00:00,4,2018-12-27 00:00:00
1131,aVZQRArCfp,62,3,1,2018,0,2008,Michael Stegall,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1132,KJJopjwOYb,132,4,8,2019,0,2005,Sunshine Motl,5,2019-04-03 00:00:00,8,2019-05-03 00:00:00
1133,ykmRKCJJsx,67,3,4,2016,0,1994,Justin Rizzo,4,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1134,NJmpDrPgWq,79,3,3,2016,0,2008,Ward Ohalloran,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1135,IdDbDPkLFp,96,4,8,2016,0,2008,Chung Brodeur,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1136,bycFnlzlSD,33,4,3,2019,2021,1991,Kelley Nation,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1137,dFvJiNBFlX,50,3,9,2018,0,2000,Elsa Lang,5,2019-01-01 00:00:00,2,2019-01-15 00:00:00
1138,GEolesoFDi,29,1,4,2016,0,2006,Kathryn Teeter,1,2019-03-11 00:00:00,1,2019-03-18 00:00:00
1139,dFvJiNBFlX,139,3,3,2016,2018,2007,Marguerite Harmer,3,2018-01-08 00:00:00,8,2018-02-02 00:00:00
1140,pLqDtiCQsH,125,3,9,2019,0,2003,Guadalupe Johnson,1,2019-02-25 00:00:00,2,2019-02-26 00:00:00
1141,NgtTciCBYA,9,2,9,2016,2019,2002,Jonathan Friend,3,2017-11-18 00:00:00,9,2017-11-26 00:00:00
1142,MjGqWrwlXF,48,4,8,2016,0,1992,Martin Scerra,4,2018-02-11 00:00:00,7,2018-02-16 00:00:00
1143,vpRmgPMUSS,114,1,3,2016,0,2006,Jonathan Friend,2,2018-02-17 00:00:00,4,2018-02-25 00:00:00
1144,pDJFIJKenh,80,3,9,2019,0,1994,Margaret Hall,2,2019-04-10 00:00:00,5,2019-04-22 00:00:00
1145,sXszVSxOcV,105,1,1,2017,0,1992,Lonnie Rebuck,3,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1146,AxydZcPDJE,57,4,5,2016,0,2007,Monica Taft,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1147,zHwdWDAjcQ,35,4,6,2016,2017,1992,Robert Mauldin,5,2018-06-29 00:00:00,3,2018-07-06 00:00:00
1148,ImjbsxFjaH,86,4,9,2018,0,1997,Pamela Samuels,1,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1149,pNPpMHkbSf,47,1,4,2018,0,2004,Daniel Summers,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1150,bnKMZWDjiQ,87,3,6,2019,2022,1999,Donald Martin,1,2017-09-06 00:00:00,2,2017-09-25 00:00:00
1151,nkNfTSqCeD,120,2,3,2017,0,1993,Debra Cabiness,1,2017-12-07 00:00:00,4,2017-12-25 00:00:00
1152,wUORXYwuCr,69,4,2,2019,2020,2008,Tyrone Williams,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1153,NcZKGsMiYH,34,3,8,2018,0,2004,Debra Riddle,3,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1154,IMlzGuxcaH,103,4,9,2016,0,1998,Georgia Harrison,5,2018-11-15 00:00:00,9,2018-12-02 00:00:00
1155,csLuyypDYc,94,1,5,2018,0,2004,Tommy Clark,2,2018-08-11 00:00:00,1,2018-09-02 00:00:00
1156,uhjVITIEJl,101,1,2,2017,0,1991,Juan Caraway,2,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1157,EDKmNdIfOF,105,2,9,2017,0,1997,Allison Bristow,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1158,PjAWxcSynU,48,4,2,2019,0,1997,Georgia Harrison,3,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1159,nGyimeifvr,52,1,1,2016,0,2006,Rose Thompson,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1160,ahxIUzrHhw,21,1,6,2016,0,2005,Leonard Rouse,1,2019-01-28 00:00:00,6,2019-01-29 00:00:00
1161,IMlzGuxcaH,99,3,3,2018,0,2001,Tommy Clark,3,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1162,IgnWcZWAyC,1,4,8,2017,2020,1996,Linda Womack,2,2019-11-10 00:00:00,6,2019-11-15 00:00:00
1163,jXjBNuyEYp,52,3,5,2017,2020,1990,Annie Perez,2,2018-07-11 00:00:00,6,2018-07-14 00:00:00
1164,loZRRnfWKU,82,4,8,2019,0,1993,Lonnie Rebuck,4,2019-06-13 00:00:00,3,2019-06-29 00:00:00
1165,AkYFXFZVDr,144,3,7,2017,0,1990,Kathy Chandler,1,2019-07-06 00:00:00,4,2019-07-13 00:00:00
1166,MSIqvDGnCf,108,1,5,2016,2017,2007,Daryl Edwards,3,2019-06-25 00:00:00,4,2019-06-26 00:00:00
1167,cOFkFDcETe,117,1,7,2017,0,1991,Tyrone Williams,4,2019-05-25 00:00:00,7,2019-06-10 00:00:00
1168,AkYFXFZVDr,12,2,8,2017,0,1999,Lonnie Rebuck,1,2019-05-06 00:00:00,1,2019-05-07 00:00:00
1169,ImjbsxFjaH,103,4,5,2019,0,2008,Kevin Prost,5,2017-11-30 00:00:00,1,2017-12-04 00:00:00
1170,ibwkTbgris,131,4,7,2016,0,1998,Michael Stegall,5,2019-08-19 00:00:00,8,2019-08-24 00:00:00
1171,dBTEdEcDCQ,114,2,9,2019,2022,2006,Joseph Schneeman,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1172,IgIwUsIOCw,135,3,7,2019,2021,2001,Marybeth Swinehart,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1173,NwphVIVBsi,40,2,7,2018,0,2004,Christopher Morin,4,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1174,vmPEljegKG,12,3,2,2018,0,1990,Richard Mendoza,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1175,IdDbDPkLFp,132,4,1,2017,0,1999,Christopher Morin,5,2019-03-01 00:00:00,3,2019-03-05 00:00:00
1176,QqxwiQZmIz,108,4,6,2017,0,2004,Joshua Gentry,1,2018-01-28 00:00:00,8,2018-02-06 00:00:00
1177,tQbzhAsnkJ,125,4,3,2018,2019,2007,Chad Ayers,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1178,ESJSPoMwXF,90,2,5,2016,0,2004,Sunshine Motl,3,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1179,eLjEbkFYOt,110,2,9,2017,0,2005,Matthew Moore,4,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1180,PmhXiKRmdE,18,4,4,2018,0,2005,Donna Friedman,4,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1181,OBknRkXxNS,142,4,7,2018,2021,1994,Margaret Hall,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1182,uhjVITIEJl,82,2,8,2016,2018,2002,Mary Myers,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1183,gVsKYzhhcv,143,4,2,2016,0,1995,Autumn Doremus,3,2018-09-13 00:00:00,5,2018-09-19 00:00:00
1184,tPZScCEwTF,23,3,6,2018,2020,2002,Larry Bussey,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1185,DTbJoeNcir,64,4,8,2017,0,1992,Anna Solomon,5,2019-12-21 00:00:00,6,2019-12-23 00:00:00
1186,vpRmgPMUSS,149,1,5,2018,0,2005,Felipe Hertel,4,2017-07-16 00:00:00,4,2017-08-05 00:00:00
1187,KJJopjwOYb,134,2,8,2017,0,1995,George Ramos,3,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1188,XRxFRKGyvs,61,4,4,2018,0,1991,Autumn Doremus,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1189,pNPpMHkbSf,15,3,2,2019,0,1994,Kathryn Teeter,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1190,qjUySBOHOd,44,3,8,2017,0,2007,Elsa Lang,3,2017-07-23 00:00:00,1,2017-07-27 00:00:00
1191,vpRmgPMUSS,105,1,5,2017,2020,2004,Pedro Gonzalez,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1192,snJubEmlTU,117,3,4,2016,0,1992,Barton Rose,4,2018-02-21 00:00:00,9,2018-03-05 00:00:00
1193,wfhpfwIZrb,20,1,2,2017,0,1998,Larry Bussey,2,2019-07-02 00:00:00,1,2019-07-14 00:00:00
1194,ANNqxvcfDa,4,2,2,2019,0,1996,Eva Fitzgerald,5,2017-09-22 00:00:00,2,2017-10-15 00:00:00
1195,eXCDzvqrDk,109,3,2,2016,2017,2001,Gary Fontaine,2,2019-03-09 00:00:00,2,2019-03-17 00:00:00
1196,pLVMidMRYH,37,2,3,2018,2021,2002,Terry Alva,2,2019-08-23 00:00:00,2,2019-09-03 00:00:00
1197,EDKmNdIfOF,33,4,4,2017,2019,2007,Tracy Haines,1,2018-10-06 00:00:00,6,2018-11-03 00:00:00
1198,qjLhZLrSks,33,4,3,2017,0,2000,Marc Naiman,4,2019-09-19 00:00:00,1,2019-10-12 00:00:00
1199,uhjVITIEJl,22,3,5,2017,0,2008,Donald Martin,2,2018-04-21 00:00:00,5,2018-05-14 00:00:00
1200,DuvobJevyx,101,3,1,2019,0,2009,Allison Bristow,5,2018-08-25 00:00:00,5,2018-09-18 00:00:00
1201,wUORXYwuCr,114,3,7,2017,0,2006,Lonnie Rebuck,2,2019-09-20 00:00:00,8,2019-10-02 00:00:00
1202,bolBfATBtA,47,4,3,2017,2020,1990,Pamela Davis,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1203,NeGmkHHftE,90,3,4,2016,0,2002,Antonio Letourneau,3,2018-10-23 00:00:00,1,2018-11-14 00:00:00
1204,FKBLfPbnQG,25,3,1,2018,0,2006,Elsa Lang,3,2018-01-29 00:00:00,4,2018-02-04 00:00:00
1205,IgIwUsIOCw,12,4,7,2018,2020,2002,Annie Rymer,4,2017-12-05 00:00:00,1,2017-12-22 00:00:00
1206,prhchyPiAq,114,4,3,2016,0,1993,Camille Guzman,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1207,sXszVSxOcV,128,4,9,2019,0,2007,Matthew Moore,4,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1208,vSiqFVBxQk,18,3,5,2016,2019,2003,Joseph Schneeman,4,2019-10-03 00:00:00,8,2019-11-02 00:00:00
1209,jneIECGHZA,6,4,6,2016,2019,1994,Roxanne Yeast,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1210,woGffWOOLs,131,2,4,2017,0,1997,Ryan Archer,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1211,GBPLmxQaJu,86,3,4,2018,2020,2001,Larry Berrios,4,2018-10-03 00:00:00,7,2018-10-18 00:00:00
1212,qdeUxdCpZV,102,4,2,2019,0,1990,Zenaida Corral,3,2018-11-12 00:00:00,8,2018-12-06 00:00:00
1213,qxHpMIdEuo,55,2,8,2018,0,1995,Geraldine Wilson,1,2018-01-28 00:00:00,3,2018-02-22 00:00:00
1214,MnhPUXtOLj,109,3,3,2018,0,1993,Larry Berrios,3,2017-09-25 00:00:00,8,2017-10-18 00:00:00
1215,eXCDzvqrDk,79,1,4,2016,0,2009,Suzanne Carlson,3,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1216,HlkYOzpidl,89,2,2,2018,0,2007,Rita Avery,1,2018-03-13 00:00:00,3,2018-03-15 00:00:00
1217,lFzsqaEity,117,3,4,2018,0,2005,Jason Crieghton,1,2019-05-11 00:00:00,5,2019-05-13 00:00:00
1218,ykmRKCJJsx,100,3,1,2019,2020,1999,Suzanne Freeman,4,2019-05-29 00:00:00,2,2019-06-22 00:00:00
1219,ppsqGwZgHF,35,4,6,2017,0,2005,Maria Brown,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1220,nGyimeifvr,31,4,6,2017,2018,1994,Kevin Ryan,1,2017-09-16 00:00:00,2,2017-10-05 00:00:00
1221,vmPEljegKG,125,1,9,2019,0,1995,Gary Fontaine,5,2018-07-07 00:00:00,1,2018-07-12 00:00:00
1222,ahxIUzrHhw,10,4,4,2019,0,2007,Eloise Mapp,1,2019-02-05 00:00:00,4,2019-03-03 00:00:00
1223,jXjBNuyEYp,125,2,8,2018,0,1999,Dwayne Rudy,1,2018-06-25 00:00:00,7,2018-07-15 00:00:00
1224,AxydZcPDJE,108,1,8,2019,2021,2006,Donald Martin,5,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1225,mlgSGyfYmU,103,2,3,2018,0,2006,Gary Morris,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1226,pNPpMHkbSf,62,3,5,2016,0,1992,Chung Brodeur,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1227,woGffWOOLs,61,1,2,2018,0,1992,Tracy Haines,3,2018-11-11 00:00:00,4,2018-11-14 00:00:00
1228,NJmpDrPgWq,35,1,9,2017,0,1998,Debra Cabiness,1,2019-02-06 00:00:00,5,2019-03-08 00:00:00
1229,GBPLmxQaJu,134,4,6,2019,0,2002,Monica Taft,5,2019-05-14 00:00:00,8,2019-06-12 00:00:00
1230,nHGEHvnHtM,84,3,4,2018,2019,2004,Chad Ayers,4,2019-11-14 00:00:00,9,2019-11-30 00:00:00
1231,qdeUxdCpZV,70,1,2,2019,0,2000,Larry Bussey,1,2019-02-21 00:00:00,9,2019-03-16 00:00:00
1232,EEatNodEmN,14,4,6,2017,2018,2004,Robert Gregory,3,2019-02-06 00:00:00,2,2019-03-09 00:00:00
1233,ahxIUzrHhw,6,1,3,2018,0,2004,Theresa Cinotti,1,2017-06-17 00:00:00,5,2017-06-21 00:00:00
1234,naErycVMFg,111,4,2,2019,2020,2004,Mary Myers,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1235,fFSBvRnvrA,89,2,8,2018,0,1997,Henry Zurawski,5,2019-12-03 00:00:00,2,2019-12-16 00:00:00
1236,QqxwiQZmIz,66,1,5,2016,0,1992,Jonathan Friend,4,2018-06-20 00:00:00,6,2018-06-24 00:00:00
1237,wfnsfZHiUq,19,4,3,2019,0,2005,Pamela Samuels,2,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1238,LrsaGlDBbU,7,2,6,2018,0,2005,Theresa Cinotti,1,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1239,IdDbDPkLFp,62,3,3,2017,2018,2006,Linda Womack,2,2017-12-06 00:00:00,2,2018-01-05 00:00:00
1240,OReIMZurLe,81,3,8,2017,0,2002,Cody Holt,5,2018-02-26 00:00:00,5,2018-03-26 00:00:00
1241,FbblXSdaQl,93,1,9,2019,0,1990,Adam Wenk,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1242,pLVMidMRYH,26,4,4,2016,2018,1997,Gary Morris,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1243,WckkxOTmQd,72,1,5,2016,0,2007,Felipe Hertel,1,2018-02-02 00:00:00,1,2018-02-19 00:00:00
1244,csLuyypDYc,114,2,7,2017,0,1991,James Harrison,4,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1245,qxHpMIdEuo,89,2,1,2018,0,2003,Keri Sines,5,2019-09-30 00:00:00,1,2019-10-05 00:00:00
1246,XlJwIibhJq,79,2,7,2019,0,2008,Graciela Lansberry,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1247,loZRRnfWKU,122,2,8,2017,0,1997,Michael Stegall,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1248,VfkvdmGJuC,116,4,3,2017,0,1993,Kevin Ryan,5,2017-09-17 00:00:00,5,2017-09-28 00:00:00
1249,DhpUjtuOUI,9,4,8,2016,2019,2005,Cathy Schmitz,5,2018-08-02 00:00:00,3,2018-08-15 00:00:00
1250,wfhpfwIZrb,23,3,3,2018,0,1995,Steven Burridge,1,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1251,kNMaEaklwR,12,3,2,2016,0,2009,Lydia Weaver,5,2019-08-22 00:00:00,9,2019-08-28 00:00:00
1252,DuvobJevyx,39,3,4,2019,0,1995,Lori Mcvey,5,2018-07-14 00:00:00,1,2018-08-08 00:00:00
1253,uhjVITIEJl,74,2,5,2017,0,2005,Charlotte Ritchie,4,2018-09-26 00:00:00,2,2018-10-23 00:00:00
1254,weFksIwbOW,8,3,3,2016,0,1990,Camille Guzman,2,2019-06-07 00:00:00,2,2019-07-04 00:00:00
1255,csLuyypDYc,77,4,2,2017,2018,1996,Steven Burridge,2,2019-02-27 00:00:00,8,2019-03-26 00:00:00
1256,FbblXSdaQl,5,3,9,2017,2018,1995,Cathy Schmitz,4,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1257,JWNEmuuVFe,82,3,9,2016,0,2009,Kathryn Teeter,3,2019-07-04 00:00:00,8,2019-07-23 00:00:00
1258,VfkvdmGJuC,96,2,9,2019,0,1997,Jane Harrison,4,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1259,QPFLwXLLZT,11,1,1,2016,0,1992,Lisa Catron,4,2018-02-18 00:00:00,8,2018-03-05 00:00:00
1260,HyLygEtbfh,39,4,9,2017,0,2007,Antonio Letourneau,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1261,DApAEHMYSp,125,4,8,2016,0,2008,Kelley Nation,4,2018-12-15 00:00:00,5,2019-01-04 00:00:00
1262,wUORXYwuCr,142,3,5,2016,0,2005,Charles Jacks,2,2017-10-23 00:00:00,1,2017-10-26 00:00:00
1263,eLjEbkFYOt,74,2,6,2019,0,2002,Kathy Chandler,3,2018-10-21 00:00:00,3,2018-11-11 00:00:00
1264,MSIqvDGnCf,49,4,2,2018,0,2007,Marc Naiman,1,2018-12-01 00:00:00,5,2018-12-24 00:00:00
1265,tPZScCEwTF,47,1,1,2016,0,2000,Barton Rose,4,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1266,oYZyEUdXes,141,4,9,2019,2022,1999,Marybeth Swinehart,4,2018-11-27 00:00:00,1,2018-12-20 00:00:00
1267,ODTYEyTrqK,139,2,2,2019,0,1998,Geraldine Wilson,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1268,gVsKYzhhcv,20,4,7,2019,2021,1991,Louie Sullivan,4,2018-08-03 00:00:00,1,2018-08-22 00:00:00
1269,pDJFIJKenh,56,2,3,2018,2021,2003,Suzanne Freeman,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1270,YCEhJOYLts,57,1,8,2018,0,1997,Pattie Pierce,4,2019-11-09 00:00:00,4,2019-12-03 00:00:00
1271,DApAEHMYSp,67,3,8,2019,0,2002,Fredrick Eppler,1,2017-08-08 00:00:00,5,2017-08-31 00:00:00
1272,XcnPdDZPZO,133,2,7,2017,2018,2001,George Guy,3,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1273,snJubEmlTU,114,4,5,2016,0,2002,Margaret Hall,3,2019-09-05 00:00:00,8,2019-09-21 00:00:00
1274,NxgQeBsbNJ,119,2,1,2018,0,1994,Barton Rose,1,2017-09-18 00:00:00,5,2017-09-19 00:00:00
1275,ipVSfmtxmK,147,1,4,2017,0,1991,Leonard Carter,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1276,UkpLRNVWlq,129,3,7,2016,0,1992,Robert Gregory,1,2017-09-23 00:00:00,6,2017-10-21 00:00:00
